Shell for /hpcfs/juno/junogpu/xuhangkun/SoftWare/VsCode/.local/share/virtualenvs/tianchi_channel_1-2IKVIXD7 already activated.
No action taken to avoid nested environments.
If the cuda is avaliable ?
True
Start getting data...
Finish getting data ~ v ~
[Info] Training performance will be written to file: ./user_data/model_data/TextRCNN/TextRCNN_train.csv
Namespace(batch_size=128, bert_path='/hpcfs/juno/junogpu/xuhangkun/ML/MyselfProject/Test/tianchi_channel_1/user_data/bert', dropout=0.5, eda_alpha=0.0, epoch=100, fold_index=-1, fold_k=5, frazing_bert_encode=False, hidden_size=256, input='./tcdata/train.csv', label_smoothing=0.0, lr=0.0005, lstm_dropout=0.1, lstm_layer=2, max_len=100, model='TextRCNN', n_aug=0.0, nclass=29, nemb=100, no_word2vec_pretrain=True, ntokens=859, output_dir='./user_data/model_data/TextRCNN', pad_token=858, save_mode='best', save_per_epoch=5, save_start_epoch=5, seed=None, stop_early=False, tokenizer_path='/hpcfs/juno/junogpu/xuhangkun/ML/MyselfProject/Test/tianchi_channel_1/user_data/bert', word2vec_path='/hpcfs/juno/junogpu/xuhangkun/ML/MyselfProject/Test/tianchi_channel_1/user_data/word_pretrain/word2vector.model')
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
0th fold (total : 5)
Create model...
TextRCNNModel(
  (embed): Embedding(859, 100, padding_idx=858)
  (emb_dropout_layer): Dropout(p=0.5, inplace=False)
  (lstm): LSTM(100, 256, num_layers=2, batch_first=True, dropout=0.1, bidirectional=True)
  (W2): Linear(in_features=612, out_features=512, bias=True)
  (final_dropout_layer): Dropout(p=0.5, inplace=False)
  (fc): Linear(in_features=512, out_features=29, bias=True)
  (sigmoid): Sigmoid()
)
Start training...
[ Epoch 0 ]  - Training     loss : 0.25347 , acc : 0.920 , elapse : 0.23230 min  - Validation   loss : 0.19617 , acc : 0.937 , elapse : 0.03853 min    - [Info] The checkpoint file has been updated.
[ Epoch 1 ]  - Training     loss : 0.18032 , acc : 0.941 , elapse : 0.23070 min  - Validation   loss : 0.15608 , acc : 0.951 , elapse : 0.03973 min    - [Info] The checkpoint file has been updated.
[ Epoch 2 ]  - Training     loss : 0.14071 , acc : 0.953 , elapse : 0.23066 min  - Validation   loss : 0.13243 , acc : 0.956 , elapse : 0.03849 min    - [Info] The checkpoint file has been updated.
[ Epoch 3 ]  - Training     loss : 0.12141 , acc : 0.958 , elapse : 0.23069 min  - Validation   loss : 0.10501 , acc : 0.965 , elapse : 0.03856 min    - [Info] The checkpoint file has been updated.
[ Epoch 4 ]  - Training     loss : 0.10004 , acc : 0.964 , elapse : 0.23118 min  - Validation   loss : 0.09327 , acc : 0.969 , elapse : 0.03861 min    - [Info] The checkpoint file has been updated.
[ Epoch 5 ]  - Training     loss : 0.09095 , acc : 0.968 , elapse : 0.23059 min  - Validation   loss : 0.08905 , acc : 0.970 , elapse : 0.03853 min    - [Info] The checkpoint file has been updated.
[ Epoch 6 ]  - Training     loss : 0.08815 , acc : 0.969 , elapse : 0.23060 min  - Validation   loss : 0.08098 , acc : 0.973 , elapse : 0.03858 min    - [Info] The checkpoint file has been updated.
[ Epoch 7 ]  - Training     loss : 0.07678 , acc : 0.972 , elapse : 0.23071 min  - Validation   loss : 0.07459 , acc : 0.975 , elapse : 0.03854 min    - [Info] The checkpoint file has been updated.
[ Epoch 8 ]  - Training     loss : 0.06864 , acc : 0.975 , elapse : 0.23100 min  - Validation   loss : 0.06788 , acc : 0.977 , elapse : 0.03858 min    - [Info] The checkpoint file has been updated.
[ Epoch 9 ]  - Training     loss : 0.06313 , acc : 0.977 , elapse : 0.23070 min  - Validation   loss : 0.06487 , acc : 0.978 , elapse : 0.03852 min    - [Info] The checkpoint file has been updated.
[ Epoch 10 ]  - Training     loss : 0.05922 , acc : 0.978 , elapse : 0.23034 min  - Validation   loss : 0.06075 , acc : 0.980 , elapse : 0.03858 min    - [Info] The checkpoint file has been updated.
[ Epoch 11 ]  - Training     loss : 0.05727 , acc : 0.978 , elapse : 0.23167 min  - Validation   loss : 0.06025 , acc : 0.980 , elapse : 0.03852 min    - [Info] The checkpoint file has been updated.
[ Epoch 12 ]  - Training     loss : 0.05914 , acc : 0.978 , elapse : 0.23112 min  - Validation   loss : 0.06318 , acc : 0.979 , elapse : 0.03861 min
[ Epoch 13 ]  - Training     loss : 0.05622 , acc : 0.979 , elapse : 0.23074 min  - Validation   loss : 0.05921 , acc : 0.980 , elapse : 0.03861 min
[ Epoch 14 ]  - Training     loss : 0.05088 , acc : 0.980 , elapse : 0.23837 min  - Validation   loss : 0.05686 , acc : 0.982 , elapse : 0.04780 min    - [Info] The checkpoint file has been updated.
[ Epoch 15 ]  - Training     loss : 0.04740 , acc : 0.981 , elapse : 0.27728 min  - Validation   loss : 0.05248 , acc : 0.983 , elapse : 0.04985 min    - [Info] The checkpoint file has been updated.
[ Epoch 16 ]  - Training     loss : 0.04397 , acc : 0.982 , elapse : 0.26885 min  - Validation   loss : 0.05060 , acc : 0.983 , elapse : 0.04794 min    - [Info] The checkpoint file has been updated.
[ Epoch 17 ]  - Training     loss : 0.04031 , acc : 0.983 , elapse : 0.26812 min  - Validation   loss : 0.04780 , acc : 0.985 , elapse : 0.04782 min    - [Info] The checkpoint file has been updated.
[ Epoch 18 ]  - Training     loss : 0.03783 , acc : 0.984 , elapse : 0.27159 min  - Validation   loss : 0.04660 , acc : 0.985 , elapse : 0.04808 min    - [Info] The checkpoint file has been updated.
[ Epoch 19 ]  - Training     loss : 0.03556 , acc : 0.985 , elapse : 0.27103 min  - Validation   loss : 0.04595 , acc : 0.985 , elapse : 0.04672 min    - [Info] The checkpoint file has been updated.
