Shell for /hpcfs/juno/junogpu/xuhangkun/SoftWare/VsCode/.local/share/virtualenvs/tianchi_channel_1-2IKVIXD7 already activated.
No action taken to avoid nested environments.
If the cuda is avaliable ?
True
Start getting data...
Finish getting data ~ v ~
[Info] Training performance will be written to file: ./user_data/model_data/TextRCNN/TextRCNN_train.csv
Namespace(batch_size=128, bert_path='/hpcfs/juno/junogpu/xuhangkun/ML/MyselfProject/Test/tianchi_channel_1/user_data/bert', dropout=0.5, eda_alpha=0.0, epoch=100, fold_index=-1, fold_k=5, frazing_bert_encode=False, input='./tcdata/train.csv', label_smoothing=0.0, lr=0.0005, lstm_layer=5, max_len=115, model='TextRCNN', n_aug=0.0, nclass=29, nemb=300, no_word2vec_pretrain=True, ntokens=859, output_dir='./user_data/model_data/TextRCNN', pad_token=858, save_mode='best', save_per_epoch=5, save_start_epoch=5, seed=None, stop_early=False, tokenizer_path='/hpcfs/juno/junogpu/xuhangkun/ML/MyselfProject/Test/tianchi_channel_1/user_data/bert', word2vec_path='/hpcfs/juno/junogpu/xuhangkun/ML/MyselfProject/Test/tianchi_channel_1/user_data/word_pretrain/word2vector.model')
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
0th fold (total : 5)
Create model...
TextRCNNModel(
  (embed): Embedding(859, 300, padding_idx=858)
  (emb_dropout_layer): Dropout(p=0.5, inplace=False)
  (lstm): LSTM(300, 256, num_layers=5, batch_first=True, dropout=0.1, bidirectional=True)
  (W2): Linear(in_features=812, out_features=512, bias=True)
  (final_dropout_layer): Dropout(p=0.5, inplace=False)
  (fc): Linear(in_features=512, out_features=29, bias=True)
  (sigmoid): Sigmoid()
)
Start training...
[ Epoch 0 ]  - Training     loss : 0.24528 , acc : 0.920 , elapse : 0.58624 min  - Validation   loss : 0.19229 , acc : 0.936 , elapse : 0.06590 min    - [Info] The checkpoint file has been updated.
[ Epoch 1 ]  - Training     loss : 0.17512 , acc : 0.942 , elapse : 0.58426 min  - Validation   loss : 0.14545 , acc : 0.953 , elapse : 0.06592 min    - [Info] The checkpoint file has been updated.
[ Epoch 2 ]  - Training     loss : 0.13779 , acc : 0.954 , elapse : 0.58375 min  - Validation   loss : 0.12587 , acc : 0.959 , elapse : 0.06601 min    - [Info] The checkpoint file has been updated.
[ Epoch 3 ]  - Training     loss : 0.11833 , acc : 0.960 , elapse : 0.58367 min  - Validation   loss : 0.09827 , acc : 0.968 , elapse : 0.06592 min    - [Info] The checkpoint file has been updated.
[ Epoch 4 ]  - Training     loss : 0.09856 , acc : 0.966 , elapse : 0.58442 min  - Validation   loss : 0.08666 , acc : 0.972 , elapse : 0.06617 min    - [Info] The checkpoint file has been updated.
[ Epoch 5 ]  - Training     loss : 0.09135 , acc : 0.968 , elapse : 0.58424 min  - Validation   loss : 0.08458 , acc : 0.973 , elapse : 0.06593 min    - [Info] The checkpoint file has been updated.
[ Epoch 6 ]  - Training     loss : 0.08854 , acc : 0.969 , elapse : 0.58441 min  - Validation   loss : 0.07462 , acc : 0.975 , elapse : 0.06589 min    - [Info] The checkpoint file has been updated.
[ Epoch 7 ]  - Training     loss : 0.07819 , acc : 0.972 , elapse : 0.58400 min  - Validation   loss : 0.06797 , acc : 0.978 , elapse : 0.06592 min    - [Info] The checkpoint file has been updated.
[ Epoch 8 ]  - Training     loss : 0.07219 , acc : 0.974 , elapse : 0.58446 min  - Validation   loss : 0.06517 , acc : 0.979 , elapse : 0.06612 min    - [Info] The checkpoint file has been updated.
[ Epoch 9 ]  - Training     loss : 0.06764 , acc : 0.976 , elapse : 0.58433 min  - Validation   loss : 0.06319 , acc : 0.980 , elapse : 0.06618 min    - [Info] The checkpoint file has been updated.
[ Epoch 10 ]  - Training     loss : 0.06502 , acc : 0.976 , elapse : 0.58399 min  - Validation   loss : 0.06114 , acc : 0.980 , elapse : 0.06552 min    - [Info] The checkpoint file has been updated.
[ Epoch 11 ]  - Training     loss : 0.06443 , acc : 0.977 , elapse : 0.58583 min  - Validation   loss : 0.06090 , acc : 0.980 , elapse : 0.06619 min
[ Epoch 12 ]  - Training     loss : 0.06554 , acc : 0.976 , elapse : 0.58440 min  - Validation   loss : 0.05868 , acc : 0.981 , elapse : 0.06611 min    - [Info] The checkpoint file has been updated.
[ Epoch 13 ]  - Training     loss : 0.06339 , acc : 0.977 , elapse : 0.58424 min  - Validation   loss : 0.05669 , acc : 0.981 , elapse : 0.06611 min    - [Info] The checkpoint file has been updated.
