Shell for /hpcfs/juno/junogpu/xuhangkun/SoftWare/VsCode/.local/share/virtualenvs/tianchi_channel_1-2IKVIXD7 already activated.
No action taken to avoid nested environments.
If the cuda is avaliable ?
True
Start getting data...
Finish getting data ~ v ~
[Info] Training performance will be written to file: ./user_data/model_data/TextRCNN/TextRCNN_train.csv
Namespace(batch_size=128, bert_path='/hpcfs/juno/junogpu/xuhangkun/ML/MyselfProject/Test/tianchi_channel_1/user_data/bert', dropout=0.5, eda_alpha=0.0, epoch=100, fold_index=-1, fold_k=5, frazing_bert_encode=False, input='./tcdata/train.csv', label_smoothing=0.0, lr=0.0005, max_len=85, model='TextRCNN', n_aug=0.0, nclass=29, nemb=300, no_word2vec_pretrain=True, ntokens=859, output_dir='./user_data/model_data/TextRCNN', pad_token=858, save_mode='best', save_per_epoch=5, save_start_epoch=5, seed=None, stop_early=False, tokenizer_path='/hpcfs/juno/junogpu/xuhangkun/ML/MyselfProject/Test/tianchi_channel_1/user_data/bert', word2vec_path='/hpcfs/juno/junogpu/xuhangkun/ML/MyselfProject/Test/tianchi_channel_1/user_data/word_pretrain/word2vector.model')
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
0th fold (total : 5)
Create model...
TextRCNNModel(
  (embed): Embedding(859, 300, padding_idx=858)
  (emb_dropout_layer): Dropout(p=0.5, inplace=False)
  (lstm): LSTM(300, 256, num_layers=2, batch_first=True, dropout=0.1, bidirectional=True)
  (W2): Linear(in_features=812, out_features=512, bias=True)
  (final_dropout_layer): Dropout(p=0.5, inplace=False)
  (fc): Linear(in_features=512, out_features=29, bias=True)
  (sigmoid): Sigmoid()
)
Start training...
[ Epoch 0 ]  - Training     loss : 0.25178 , acc : 0.917 , elapse : 0.25973 min  - Validation   loss : 0.19326 , acc : 0.939 , elapse : 0.04530 min    - [Info] The checkpoint file has been updated.
[ Epoch 1 ]  - Training     loss : 0.17429 , acc : 0.942 , elapse : 0.25587 min  - Validation   loss : 0.14244 , acc : 0.954 , elapse : 0.04519 min    - [Info] The checkpoint file has been updated.
[ Epoch 2 ]  - Training     loss : 0.13405 , acc : 0.955 , elapse : 0.25505 min  - Validation   loss : 0.12378 , acc : 0.960 , elapse : 0.04499 min    - [Info] The checkpoint file has been updated.
[ Epoch 3 ]  - Training     loss : 0.11611 , acc : 0.961 , elapse : 0.25685 min  - Validation   loss : 0.09625 , acc : 0.969 , elapse : 0.04559 min    - [Info] The checkpoint file has been updated.
[ Epoch 4 ]  - Training     loss : 0.09630 , acc : 0.967 , elapse : 0.25888 min  - Validation   loss : 0.08534 , acc : 0.973 , elapse : 0.04517 min    - [Info] The checkpoint file has been updated.
[ Epoch 5 ]  - Training     loss : 0.08875 , acc : 0.969 , elapse : 0.26618 min  - Validation   loss : 0.08259 , acc : 0.974 , elapse : 0.04536 min    - [Info] The checkpoint file has been updated.
[ Epoch 6 ]  - Training     loss : 0.08543 , acc : 0.971 , elapse : 0.28133 min  - Validation   loss : 0.07394 , acc : 0.976 , elapse : 0.05922 min    - [Info] The checkpoint file has been updated.
[ Epoch 7 ]  - Training     loss : 0.07622 , acc : 0.973 , elapse : 0.32063 min  - Validation   loss : 0.06679 , acc : 0.979 , elapse : 0.05812 min    - [Info] The checkpoint file has been updated.
[ Epoch 8 ]  - Training     loss : 0.06850 , acc : 0.976 , elapse : 0.31170 min  - Validation   loss : 0.06213 , acc : 0.980 , elapse : 0.05694 min    - [Info] The checkpoint file has been updated.
[ Epoch 9 ]  - Training     loss : 0.06342 , acc : 0.977 , elapse : 0.31217 min  - Validation   loss : 0.05955 , acc : 0.980 , elapse : 0.05716 min    - [Info] The checkpoint file has been updated.
[ Epoch 10 ]  - Training     loss : 0.06092 , acc : 0.978 , elapse : 0.31069 min  - Validation   loss : 0.05742 , acc : 0.981 , elapse : 0.05771 min    - [Info] The checkpoint file has been updated.
